0.249000326	1.445839262	0.345061839	5.18E-03	0.214412048	0.778501153
0.250000328	1.455861522	0.34663859	4.87E-03	0.217795983	0.780246675
0.251000315	1.465924549	0.34821108	4.57E-03	0.221222281	0.781962693
0.252000302	1.476024751	0.349778116	4.28E-03	0.224690899	0.783647418
0.253000289	1.486158142	0.351338446	4.00E-03	0.228201643	0.785299063
0.254000276	1.496320515	0.352890819	3.73E-03	0.231754243	0.786916137
0.255000263	1.50650747	0.354434133	3.47E-03	0.235348389	0.788497269
0.256000251	1.516714444	0.355967224	3.23E-03	0.238983706	0.790041208
0.257000238	1.526936741	0.357489109	3.00E-03	0.242659718	0.791547
0.258000225	1.537169561	0.358998805	2.78E-03	0.246375918	0.793013811
0.259000212	1.547408036	0.360495359	2.58E-03	0.250131756	0.794440925
0.260000199	1.557647259	0.361978024	2.40E-03	0.253926635	0.795827866
0.261000186	1.567882323	0.363446027	2.23E-03	0.257759869	0.797174335
0.262000173	1.578108347	0.364898771	2.09E-03	0.261630774	0.798480093
0.26300016	1.588320513	0.36633566	1.96E-03	0.265538633	0.799745202
0.264000148	1.598514101	0.367756277	1.86E-03	0.269482642	0.800969779
0.265000135	1.608684678	0.369160444	1.77E-03	0.273462057	0.802154124
0.266000122	1.618827485	0.370547593	1.71E-03	0.277476043	0.803298712
0.267000109	1.628938425	0.371917754	1.66E-03	0.281523824	0.80440402
0.268000096	1.639013457	0.373270869	1.64E-03	0.285604566	0.805470884
0.269000083	1.649048779	0.374606997	1.64E-03	0.289717466	0.806499958
0.27000007	1.659040851	0.375926346	1.67E-03	0.293861717	0.807492197
0.271000057	1.668986414	0.377229154	1.71E-03	0.298036546	0.808448613
0.272000045	1.678882511	0.37851578	1.78E-03	0.302241206	0.809370339
0.273000032	1.688726505	0.37978667	1.87E-03	0.306474924	0.810258448
0.274000019	1.698516088	0.381042361	1.98E-03	0.310737014	0.811114192
0.275000006	1.708249294	0.382283479	2.12E-03	0.31502685	0.811938882
0.275999993	1.717924509	0.383510739	2.27E-03	0.319343805	0.812733829
0.27699998	1.727540474	0.384724915	2.45E-03	0.323687315	0.813500404
0.277999967	1.73709629	0.385926783	2.64E-03	0.328056902	0.814240038
0.278999954	1.74659142	0.387117326	2.86E-03	0.332452089	0.814954102
0.279999942	1.75602568	0.388297409	3.09E-03	0.336872488	0.815644085
0.280999929	1.765399244	0.389468044	3.34E-03	0.341317832	0.816311359
0.281999916	1.774712629	0.390630305	3.61E-03	0.345787853	0.816957533
0.282999903	1.783966693	0.391785204	3.90E-03	0.350282371	0.817583859
0.28399989	1.793162617	0.392933816	4.20E-03	0.354801297	0.818191946
0.284999877	1.802301899	0.394077241	4.51E-03	0.359344602	0.818783045
0.285999864	1.811386333	0.395216614	4.84E-03	0.363912374	0.819358706
0.286999851	1.820417995	0.396353036	5.18E-03	0.368504673	0.819920182
0.287999839	1.829399229	0.397487581	5.53E-03	0.373121738	0.820468843
0.288999826	1.838332621	0.398621321	5.89E-03	0.377763867	0.82100606
0.289999813	1.847220982	0.399755359	6.25E-03	0.382431388	0.821533024
0.2909998	1.856067328	0.400890738	6.63E-03	0.387124747	0.822050929
0.291999787	1.864874853	0.402028412	7.00E-03	0.391844422	0.822561085
0.292999774	1.87364691	0.403169394	7.39E-03	0.396590948	0.823064446
0.293999761	1.882386985	0.404314578	7.77E-03	0.401365012	0.823562264
0.294999748	1.891098674	0.405464858	8.16E-03	0.406167269	0.824055433
0.295999736	1.899785656	0.406621009	8.55E-03	0.410998464	0.824545026
0.296999723	1.90845167	0.407783836	8.93E-03	0.415859401	0.825031936
0.29799971	1.917100486	0.408953995	9.31E-03	0.420750916	0.825516939
0.298999697	1.925735884	0.41013211	9.69E-03	0.425673902	0.826000988
0.299999684	1.934361626	0.411318749	1.01E-02	0.430629313	0.82648468
0.300999671	1.942981431	0.412514359	1.04E-02	0.435618073	0.826968789
0.301999658	1.951598949	0.413719296	1.08E-02	0.440641195	0.827453852
0.302999645	1.960217736	0.41493395	1.11E-02	0.445699692	0.827940524
0.303999633	1.968841232	0.416158468	1.15E-02	0.450794607	0.828429282
0.30499962	1.977472734	0.417393029	1.18E-02	0.455926925	0.828920484
0.305999607	1.986115374	0.418637663	1.21E-02	0.461097717	0.829414546
0.306999594	1.994772095	0.419892341	1.24E-02	0.466307998	0.829911768
0.307999581	2.003445632	0.421156943	1.26E-02	0.471558779	0.830412388
0.308999568	2.012138489	0.422431231	1.29E-02	0.476851046	0.830916584
0.309999555	2.020852921	0.423714936	1.31E-02	0.482185811	0.831424475
0.310999542	2.029590913	0.425007641	1.34E-02	0.487563968	0.831936181
0.31199953	2.038354166	0.42630893	1.36E-02	0.492986411	0.832451642
0.312999517	2.04714408	0.427618176	1.37E-02	0.498454005	0.832970798
0.313999504	2.055961743	0.428934783	1.39E-02	0.503967464	0.83349365
0.314999491	2.064807914	0.430258065	1.40E-02	0.509527624	0.834019959
0.315999478	2.073683021	0.431587219	1.41E-02	0.51513499	0.834549546
0.316999465	2.082587145	0.432921439	1.42E-02	0.520790279	0.835082233
0.317999452	2.091520021	0.434259802	1.43E-02	0.526493847	0.835617661
0.318999439	2.100481033	0.435601324	1.43E-02	0.532246172	0.836155593
0.319999427	2.109469214	0.436945081	1.43E-02	0.538047552	0.836695671
0.320999414	2.118483246	0.43828997	1.43E-02	0.543898165	0.837237477
0.321999401	2.127521468	0.439634919	1.43E-02	0.549798071	0.837780595
0.322999388	2.136581883	0.440978855	1.42E-02	0.55574739	0.838324785
0.323999375	2.145662168	0.442320645	1.41E-02	0.561745942	0.838869452
0.324999362	2.154759687	0.443659186	1.40E-02	0.567793489	0.839414179
0.325999349	2.163871656	0.444993496	1.38E-02	0.573889673	0.839958668
0.326999336	2.17299457	0.446322173	1.37E-02	0.580034137	0.840502381
0.327999324	2.182125103	0.447644234	1.35E-02	0.586226225	0.841044843
0.328999311	2.191259553	0.448958665	1.33E-02	0.592465401	0.841585755
0.329999298	2.200394007	0.450264364	1.31E-02	0.59875077	0.842124701
0.330999285	2.209524375	0.451560438	1.28E-02	0.605081558	0.842661262
0.331999272	2.218646416	0.452845901	1.25E-02	0.611456752	0.843195081
0.332999259	2.227755769	0.454119891	1.23E-02	0.617875338	0.843725801
0.333999246	2.236847988	0.455381632	1.20E-02	0.624336123	0.844253182
0.334999233	2.245918575	0.456630409	1.16E-02	0.630837858	0.844776988
0.335999221	2.254963012	0.457865596	1.13E-02	0.637379408	0.84529686
0.336999208	2.263976801	0.459086627	1.10E-02	0.643959284	0.845812738
0.337999195	2.272955495	0.460293084	1.06E-02	0.650576115	0.846324384
0.338999182	2.281894734	0.461484611	1.02E-02	0.657228529	0.846831679
0.339999169	2.290790277	0.462660998	9.87E-03	0.663914979	0.847334564
0.340999156	2.299638041	0.463822097	9.49E-03	0.670634031	0.847833037
0.341999143	2.308434126	0.464967906	9.10E-03	0.677384198	0.848327041
0.34299913	2.317174848	0.466098487	8.71E-03	0.684163988	0.848816693
0.343999118	2.325856769	0.467214078	8.32E-03	0.690971971	0.849301994
0.344999105	2.33447672	0.468315005	7.92E-03	0.697806597	0.849783063
0.345999092	2.343031828	0.469401658	7.53E-03	0.704666555	0.850260079
0.346999079	2.351519533	0.470474571	7.14E-03	0.711550415	0.850733221
0.347999066	2.359937612	0.471534401	6.76E-03	0.718456924	0.851202667
0.348999053	2.368284189	0.472581834	6.38E-03	0.725384891	0.851668656
0.34999904	2.376557749	0.473617733	6.01E-03	0.732333064	0.852131426
0.350999027	2.384757152	0.474643022	5.65E-03	0.739300489	0.852591217
0.351999015	2.39288163	0.475658625	5.29E-03	0.746286154	0.853048384
0.352999002	2.400930801	0.476665646	4.95E-03	0.753289163	0.853503168
0.353998989	2.40890466	0.477665186	4.63E-03	0.760308802	0.853955865
0.354998976	2.41680358	0.478658408	4.32E-03	0.767344475	0.854406774
0.355998963	2.424628308	0.479646593	4.02E-03	0.774395525	0.854856253
0.35699895	2.432379952	0.480630934	3.74E-03	0.781461716	0.85530448
0.357998937	2.440059975	0.481612802	3.48E-03	0.788542628	0.855751872
0.358998924	2.447670176	0.482593447	3.23E-03	0.795638263	0.856198668
0.359998912	2.455212676	0.483574212	3.01E-03	0.802748501	0.856645107
0.360998899	2.462689904	0.484556407	2.81E-03	0.809873521	0.857091486
0.361998886	2.470104569	0.485541373	2.62E-03	0.817013562	0.857537925
0.362998873	2.477459646	0.486530364	2.46E-03	0.824168921	0.857984722
0.36399886	2.484758347	0.487524718	2.33E-03	0.831340194	0.858432055
