  8750.0184   1.1166E-23
  8750.0420   1.0891E-23
  8750.0656   1.0742E-23
  8750.0892   1.0589E-23
  8750.1128   1.0476E-23
  8750.1364   1.0492E-23
  8750.1600   1.0674E-23
  8750.1836   1.1298E-23
  8750.2072   1.2002E-23
  8750.2308   1.2467E-23
  8750.2544   1.2140E-23
  8750.2780   1.1021E-23
  8750.3016   9.6129E-24
  8750.3252   8.2404E-24
  8750.3488   7.2239E-24
  8750.3724   6.4186E-24
  8750.3960   5.8755E-24
  8750.4196   5.5008E-24
  8750.4432   5.2362E-24
  8750.4668   5.1044E-24
  8750.4904   5.0587E-24
  8750.5140   5.1305E-24
  8750.5376   5.2841E-24
  8750.5612   5.5138E-24
  8750.5848   5.8404E-24
  8750.6084   6.1680E-24
  8750.6320   6.5407E-24
  8750.6556   6.9073E-24
  8750.6792   7.1848E-24
  8750.7028   7.4313E-24
  8750.7264   7.4396E-24
  8750.7500   7.1707E-24
  8750.7736   6.6666E-24
  8750.7972   6.0470E-24
  8750.8208   5.5135E-24
  8750.8444   5.0190E-24
  8750.8680   4.6457E-24
  8750.8916   4.3932E-24
  8750.9152   4.2155E-24
  8750.9388   4.1198E-24
  8750.9624   4.0983E-24
  8750.9860   4.1359E-24
  8751.0096   4.2261E-24
  8751.0332   4.3195E-24
  8751.0568   4.4109E-24
  8751.0804   4.4663E-24
  8751.1040   4.4954E-24
  8751.1276   4.5345E-24
  8751.1512   4.6089E-24
  8751.1748   4.7540E-24
  8751.1984   4.9426E-24
  8751.2220   5.1722E-24
  8751.2456   5.4157E-24
  8751.2692   5.6333E-24
  8751.2928   5.8761E-24
  8751.3164   6.1992E-24
  8751.3400   6.6323E-24
  8751.3636   7.2460E-24
  8751.3872   8.1499E-24
  8751.4108   9.3270E-24
  8751.4344   1.0783E-23
  8751.4580   1.2619E-23
  8751.4816   1.4269E-23
  8751.5052   1.5477E-23
  8751.5288   1.6188E-23
  8751.5524   1.6600E-23
  8751.5760   1.7416E-23
  8751.5996   1.8806E-23
  8751.6232   2.0915E-23
  8751.6468   2.3883E-23
  8751.6704   2.6681E-23
  8751.6940   2.8881E-23
  8751.7176   2.9193E-23
  8751.7412   2.7740E-23
  8751.7648   2.4820E-23
  8751.7884   2.1886E-23
  8751.8120   1.9130E-23
  8751.8356   1.7353E-23
  8751.8592   1.6403E-23
  8751.8828   1.5803E-23
  8751.9064   1.5545E-23
  8751.9300   1.4615E-23
  8751.9536   1.3024E-23
  8751.9772   1.1195E-23
  8752.0008   9.3895E-24
  8752.0244   8.0362E-24
  8752.0480   6.9202E-24
  8752.0716   6.1182E-24
  8752.0952   5.4763E-24
  8752.1188   4.9941E-24
  8752.1424   4.6167E-24
  8752.1660   4.3389E-24
  8752.1896   4.1176E-24
  8752.2132   3.9456E-24
  8752.2368   3.8188E-24
  8752.2604   3.7411E-24
  8752.2840   3.7126E-24
  8752.3076   3.7050E-24
  8752.3312   3.7090E-24
  8752.3548   3.6763E-24
  8752.3784   3.5795E-24
  8752.4020   3.4318E-24
  8752.4256   3.2845E-24
  8752.4492   3.1488E-24
  8752.4728   3.0462E-24
  8752.4964   2.9631E-24
  8752.5200   2.9036E-24
  8752.5436   2.8542E-24
  8752.5672   2.8188E-24
  8752.5908   2.7917E-24
  8752.6144   2.7737E-24
  8752.6380   2.7626E-24
  8752.6616   2.7580E-24
  8752.6852   2.7582E-24
  8752.7088   2.7631E-24
  8752.7324   2.7716E-24
  8752.7560   2.7832E-24
  8752.7796   2.7972E-24
  8752.8032   2.8134E-24
  8752.8268   2.8312E-24
  8752.8504   2.8511E-24
  8752.8740   2.8731E-24
  8752.8976   2.8972E-24
  8752.9212   2.9234E-24
  8752.9448   2.9517E-24
  8752.9684   2.9821E-24
  8752.9920   3.0147E-24
  8753.0156   3.0486E-24
  8753.0392   3.0851E-24
  8753.0628   3.1244E-24
  8753.0864   3.1671E-24
  8753.1100   3.2140E-24
  8753.1336   3.2647E-24
  8753.1572   3.3191E-24
  8753.1808   3.3772E-24
  8753.2044   3.4390E-24
  8753.2280   3.5048E-24
  8753.2516   3.5747E-24
  8753.2752   3.6487E-24
  8753.2988   3.7276E-24
  8753.3224   3.8108E-24
  8753.3460   3.8983E-24
  8753.3696   3.9901E-24
  8753.3932   4.0851E-24
  8753.4168   4.1846E-24
  8753.4404   4.2891E-24
  8753.4640   4.3992E-24
  8753.4876   4.5163E-24
  8753.5112   4.6415E-24
  8753.5348   4.7747E-24
  8753.5584   4.9178E-24
  8753.5820   5.0694E-24
  8753.6056   5.2318E-24
  8753.6292   5.4086E-24
  8753.6528   5.5977E-24
  8753.6764   5.8054E-24
  8753.7000   6.0295E-24
  8753.7236   6.2826E-24
  8753.7472   6.5584E-24
  8753.7708   6.8765E-24
  8753.7944   7.2246E-24
  8753.8180   7.6138E-24
  8753.8416   8.0568E-24
  8753.8652   8.4978E-24
  8753.8888   8.9253E-24
  8753.9124   9.2709E-24
  8753.9360   9.5270E-24
  8753.9596   9.7392E-24
  8753.9832   9.9388E-24
  8754.0068   1.0197E-23
  8754.0304   1.0513E-23
  8754.0540   1.0877E-23
  8754.0776   1.1318E-23
  8754.1012   1.1818E-23
  8754.1248   1.2391E-23
  8754.1484   1.3018E-23
  8754.1720   1.3723E-23
  8754.1956   1.4507E-23
  8754.2192   1.5382E-23
  8754.2428   1.6334E-23
  8754.2664   1.7397E-23
  8754.2900   1.8590E-23
  8754.3136   1.9928E-23
  8754.3372   2.1431E-23
  8754.3608   2.3112E-23
  8754.3844   2.4987E-23
  8754.4080   2.7072E-23
  8754.4316   2.9618E-23
  8754.4552   3.2338E-23
  8754.4788   3.5359E-23
  8754.5024   3.9007E-23
  8754.5260   4.3160E-23
  8754.5496   4.8088E-23
  8754.5732   5.3942E-23
  8754.5968   6.0922E-23
  8754.6204   6.9254E-23
  8754.6440   7.9354E-23
  8754.6676   9.1725E-23
  8754.6912   1.0705E-22
  8754.7148   1.2614E-22
  8754.7384   1.5007E-22
  8754.7620   1.8019E-22
  8754.7856   2.1825E-22
  8754.8092   2.6603E-22
  8754.8328   3.2440E-22
  8754.8564   3.9156E-22
  8754.8800   4.6030E-22
  8754.9036   5.1599E-22
  8754.9272   5.4049E-22
  8754.9508   5.2385E-22
  8754.9744   4.7292E-22
  8754.9980   4.0530E-22
  8755.0216   3.3690E-22
  8755.0452   2.7633E-22
  8755.0688   2.2623E-22
  8755.0924   1.8612E-22
  8755.1160   1.5445E-22
  8755.1396   1.2948E-22
  8755.1632   1.0970E-22
  8755.1868   9.3914E-23
  8755.2104   8.1169E-23
  8755.2340   7.0770E-23
  8755.2576   6.2197E-23
  8755.2812   5.5027E-23
  8755.3048   4.9027E-23
  8755.3284   4.3991E-23
  8755.3520   3.9766E-23
