,0,1,2,3,4
0,0.0008878776930972598,0.0009403351632242861,0.001089786738567937,0.0013424983045544185,0.002321272508735915
1,0.0018182940928027805,0.001974286325620366,0.0026917383172955873,0.0044782023600669985,0.010696352621848568
2,0.002899973185083039,0.0033162691102624907,0.005818788679508961,0.011641304069116485,0.027945825051161215
3,0.004269703051900809,0.0053059505560512435,0.011597402171554378,0.024263607405578973,0.054021788203667
4,0.0061355487174788795,0.008387641030725543,0.02096516275763893,0.04295028091922955,0.08784822591373516
5,0.00876667017849158,0.013071398519771639,0.034579420485735465,0.06774046007209206,0.128094229914141
6,0.012493039502341291,0.019879501442447597,0.05282833025198762,0.0983290404344997,0.17346573472050203
7,0.017689681366324247,0.02929312996699051,0.07587491099053946,0.13421932721520585,0.2228069669207416
8,0.02472813743181269,0.041714735282903086,0.10370586839777783,0.17482178139656454,0.27512540427452775
9,0.03385102795934734,0.05745277824049456,0.13617565840931314,0.21951595836039048,0.3295863323320705
10,0.04579155602484547,0.07672543215251387,0.17304336951139507,0.2676882840036871,0.38549636414617394
11,0.060579987686902356,0.0996746269815872,0.21400248673318104,0.31875419973415314,0.44228417046837215
12,0.07871984975247896,0.126382077163053,0.25870438126690837,0.37217027616642845,0.4994818490876595
13,0.10017104302316458,0.15688213957820377,0.3067765354562029,0.4274399433236321,0.5567082241376715
14,0.12560899082551394,0.1911698411641254,0.35783646212562703,0.4841152113738833,0.613654416613976
15,0.15356312414875048,0.22920478307274247,0.41150215775973337,0.5417959278876942,0.6700716190288085
16,0.18614120044233592,0.27091262534254623,0.46739979671698634,0.6001275780481232,0.7257608484813618
17,0.22087955155039013,0.3161858509861022,0.5251692494384502,0.6587982811339732,0.7805644081766407
18,0.2577290950130287,0.36488500391219464,0.5844678986141526,0.7175354044710949,0.8343587937072969
19,0.29908248698118783,0.4168409824194001,0.6449731349400293,0.7761020629203645,0.8870488068881954
20,0.3420586233046236,0.4718584671091766,0.7063838375199919,0.8342936707723769,0.938562672362217
21,0.3860160120947548,0.529720244710632,0.7684210813287823,0.8919346460690626,0.9888479841472222
22,0.43477966639867827,0.5901920474805316,0.8308282634084239,0.9488753233665823,1.0378683381313725
23,0.48843472878738675,0.6530275145183273,0.8933707986530106,1.004989102204206,1.0856005314266788
24,0.544456592150387,0.7179729436346003,0.9558355033745567,1.060169840010375,1.1320322304744859
25,0.6043089030184179,0.784771596861672,1.0180297588128382,1.1143294864903879,1.177160027228333
26,0.6710703288661314,0.8531674198638323,1.0797805260749231,1.167395949435365,1.220987817100759
27,0.7435225620349317,0.922908118944724,1.140933267609347,1.2193111778406394,1.2635254441370574
28,0.8178786177819725,0.993747602336262,1.2013508173742367,1.270029446188228,1.304787568513365
29,0.8935167778800324,1.0654478344716254,1.2609122316515144,1.3195158230305757,1.344792719332258
30,0.9730836624403923,1.1377801758054316,1.3195116444308224,1.3677448071353306,1.3835625021287568
31,1.057230964197144,1.2105262905677248,1.3770571449885805,1.4146991150912755,1.4211209357700774
32,1.1419239645224462,1.283478704826645,1.4334696903622892,1.4603686052170068,1.4574938977521763
33,1.2218535281127028,1.3564410910346185,1.4886820615826546,1.5047493237115561,1.49270866044265
34,1.2954923217766612,1.4292283456981962,1.5426378695501377,1.5478426601446162,1.526793503737095
35,1.3661196741583768,1.5016665159925158,1.5952906141478664,1.5896546005416803,1.5597773920010836
36,1.438350588371776,1.5735926203924289,1.6466027984265441,1.6301950674377157,1.5916897051567884
37,1.5142272167599475,1.6448543985211495,1.6965450983657115,1.6694773373293612,1.622560015418413
38,1.5924700473977544,1.7153100168317303,1.7450955877188852,1.7075175269375051,1.6524179025455699
39,1.6708213346538554,1.7848277495750353,1.7922390167165947,1.7443341405946382,1.6812928016189685
40,1.748714317413874,1.853285648737388,1.8379661428738694,1.779947671893668,1.7092138782887696
41,1.827833522610029,1.9205712121241534,1.8822731117824771,1.8143802534794105,1.7362099272360345
42,1.9104025119172385,1.9865810553495271,1.9251608855272049,1.8476553495347368,1.7623092902488808
43,1.9969210154981687,2.051220590983237,1.9666347162212383,1.8797974861152775,1.787539790869293
44,2.085224332203115,2.1144037163260108,2.006703662085873,1.9108320150253133,1.8119286830323322
45,2.1714748594316338,2.1760525100792893,2.0453801434863332,1.940784907408346,1.8355026115114257
46,2.2522529803939944,2.2360969374061193,2.082679536364446,1.9696825736544998,1.8582875823139646
47,2.3263086695833586,2.2944745624375567,2.1186198005690424,1.997551706608288,1.880308941450515
48,2.3949613309746765,2.3511302670724312,2.1532211406676014,2.0244191453994933,1.9015913607370882
49,2.461091995088677,2.4060159748770804,2.1865056969208614,2.0503117575211474,1.9221588294899323
50,2.5274729080022054,2.4590903789610854,2.2184972642105745,2.0752563370461314,1.9420346511420044
51,2.5954084827865125,2.5103186728438533,2.2492210368251255,2.099279517111361,1.9612414439544745
52,2.6643265877516416,2.5596722835045167,2.2787033771251255,2.1224076950091773,1.979801145119231
53,2.7323652922543578,2.607128606001852,2.306971606228955,2.144666968412502,1.997735017652799
54,2.7975058252846385,2.6526707392462585,2.3340538149746695,2.1660830814261156,2.015063659571129
55,2.858624680254017,2.696287222691609,2.359978693528386,2.186681379303573,2.031807014910716
56,2.9159874138487853,2.7379717738841385,2.3847753781191763,2.2064867707997524,2.0479843862263567
57,2.971041237608958,2.7777230269546607,2.408473313486072,2.2255236972449137,2.0636144482514283
58,3.0256940569120014,2.815544272267075,2.4311021297234148,2.2438161075289087,2.078715262453956
59,3.081454081000639,2.851443197540076,2.4526915323062815,2.2613874382754613,2.093304292262403
60,3.1388011332269663,2.8854316308407295,2.4732712041679856,2.278260598567448,2.107398418769927
61,3.197010660177109,2.9175252859093854,2.492870718786612,2.294457958656087,2.121013956755622
62,3.254443964381246,2.947743510316864,2.5115194633172275,2.31000134215084,2.134166670886838
